Date,Region,Sales Rep,Customer,Product,COGS,Sales
10/29/2005,NorthEast,Rhonda,Office Depot,RAR Item,"$1,879.08 ","$3,239.79 "
10/25/2005,NorthEast,Luke,Peet's Coffee,ETO Item,"$2,033.54 ","$3,506.11 "
10/24/2005,NorthEast,Luke,Home Depot,UHX Item,"$5,543.00 ","$9,556.90 "
10/24/2005,NorthEast,Jeri,Solar and Wind Inc.,YFR Item,"$8,350.13 ","$8,930.62 "
10/23/2005,NorthEast,Jon,The Economist,NLA Item,"$6,467.96 ","$6,917.60 "
10/23/2005,NorthEast,Luke,Sherman Williams,RRI Item,"$1,978.96 ","$2,248.82 "
10/22/2005,NorthEast,Chin,Nature Company,WLY Item,$819.24 ,"$1,204.76 "
10/20/2005,NorthEast,Luke,ExcelIsVeryFun.com,ZPB Item,"$1,644.70 ","$4,445.14 "
10/19/2005,NorthEast,Jeri,ExcelIsVeryFun.com,ZLG Item,"$1,097.83 ","$2,553.10 "
10/17/2005,NorthEast,Steven,ExcelIsVeryFun.com,ZAP Item,"$1,850.84 ","$5,002.26 "
10/17/2005,NorthEast,Jon,Nature Company,NYN Item,"$2,487.83 ","$2,660.78 "
10/16/2005,NorthEast,Rhonda,Sherman Williams,GHH Item,"$5,137.52 ","$7,555.18 "
10/15/2005,NorthEast,Steven,Home Depot,IMG Item,"$1,509.89 ","$2,745.26 "
10/13/2005,NorthEast,Jeri,The Economist,MVK Item,"$2,735.90 ","$7,394.32 "
10/8/2005,NorthEast,Troung,Whole Foods,TYR Item,"$6,220.44 ","$6,652.88 "
10/8/2005,NorthEast,Chin,Sherman Williams,NZZ Item,"$2,840.89 ","$4,815.06 "
10/6/2005,NorthEast,Jeri,Yahoo,NPT Item,$981.54 ,"$2,652.81 "
10/5/2005,NorthEast,Sheliadawn,Costco,RGS Item,"$1,365.32 ","$1,551.50 "
10/4/2005,NorthEast,Chin,ExcelIsVeryFun.com,VFX Item,"$5,254.02 ","$8,905.12 "
10/3/2005,NorthEast,Troung,Sherman Williams,SVY Item,"$3,840.12 ","$4,363.77 "
10/2/2005,NorthEast,Jeri,Solar and Wind Inc.,NXT Item,"$7,832.08 ","$8,900.09 "
10/2/2005,NorthEast,Steven,Office Depot,XYR Item,"$1,844.19 ","$4,984.31 "
9/30/2005,NorthEast,Jeri,Amazon.com,AIZ Item,$627.94 ,$923.44 
9/29/2005,NorthEast,Sheliadawn,Amazon.com,HHN Item,"$6,424.83 ","$9,448.28 "
9/28/2005,NorthEast,Troung,Sherman Williams,SGF Item,"$5,666.44 ","$9,769.73 "
9/26/2005,NorthEast,Luke,The Economist,JTV Item,"$1,731.35 ","$2,985.09 "
9/24/2005,NorthEast,Jeri,Amazon.com,AVV Item,"$2,393.39 ","$5,318.64 "
9/23/2005,NorthEast,Jeri,Nature Company,NMO Item,"$2,421.24 ","$3,560.65 "
9/23/2005,NorthEast,Steven,Amazon.com,GYH Item,"$2,280.17 ","$3,353.19 "
9/20/2005,NorthEast,Chin,Google,THP Item,"$4,646.18 ","$8,010.65 "
9/20/2005,NorthEast,Sheliadawn,ExcelIsVeryFun.com,DSF Item,"$2,832.67 ","$4,801.14 "
9/18/2005,NorthEast,Luke,Google,LIP Item,"$3,338.95 ","$7,419.89 "
9/17/2005,NorthEast,Troung,Office Depot,TUL Item,"$2,918.63 ","$6,485.84 "
9/17/2005,NorthEast,Chin,McLendon's Hardware,TMF Item,"$1,660.48 ","$4,487.79 "
9/15/2005,NorthEast,Rhonda,Google,LXR Item,"$4,150.45 ","$7,034.66 "
9/15/2005,NorthEast,Luke,Nature Company,ZMF Item,"$3,251.36 ","$4,335.15 "
9/13/2005,NorthEast,Steven,The Economist,QYU Item,"$4,882.32 ","$8,417.79 "
9/13/2005,NorthEast,Sheliadawn,McLendon's Hardware,HUO Item,"$2,306.57 ","$6,233.97 "
9/12/2005,NorthEast,Steven,McLendon's Hardware,XAX Item,$974.26 ,"$2,165.03 "
9/11/2005,NorthEast,Rhonda,Google,LLG Item,$45.62 ,$77.33 
9/10/2005,NorthEast,Jon,The Economist,GIE Item,"$4,252.94 ","$7,332.65 "
9/8/2005,NorthEast,Chin,Solar and Wind Inc.,PZG Item,"$4,463.20 ","$7,564.74 "
9/6/2005,NorthEast,Jon,Peet's Coffee,MQK Item,"$1,421.21 ","$3,305.15 "
9/5/2005,NorthEast,Troung,Home Depot,ALH Item,"$3,209.38 ","$5,439.63 "
9/3/2005,NorthEast,Chin,Office Depot,SYU Item,$986.93 ,"$2,193.18 "
9/3/2005,NorthEast,Steven,The Economist,GOB Item,$610.14 ,"$1,355.86 "
9/2/2005,NorthEast,Luke,Yahoo,CNN Item,"$4,357.25 ","$5,809.66 "
9/2/2005,NorthEast,Rhonda,Peet's Coffee,LPL Item,"$2,929.33 ","$5,326.05 "
9/1/2005,NorthEast,Rhonda,Solar and Wind Inc.,ADY Item,"$2,968.88 ","$5,118.76 "
9/1/2005,NorthEast,Luke,The Economist,SGX Item,"$1,617.18 ","$1,837.71 "
8/30/2005,NorthEast,Jeri,Costco,QTZ Item,"$8,815.92 ","$9,428.79 "
8/29/2005,NorthEast,Sheliadawn,Whole Foods,UXS Item,"$3,739.07 ","$8,695.52 "
8/29/2005,NorthEast,Jon,Whole Foods,GUM Item,"$1,420.63 ","$2,089.16 "
8/28/2005,NorthEast,Sheliadawn,Amazon.com,HUM Item,"$5,503.80 ","$8,093.82 "
8/27/2005,NorthEast,Steven,The Economist,III Item,"$5,843.45 ","$6,249.68 "
8/27/2005,NorthEast,Sheliadawn,Office Depot,JZR Item,"$3,424.92 ","$6,227.12 "
8/24/2005,NorthEast,Rhonda,Yahoo,PCZ Item,"$4,788.72 ","$8,116.47 "
8/23/2005,NorthEast,Troung,ExcelIsVeryFun.com,YTX Item,"$4,906.63 ","$8,921.14 "
8/23/2005,NorthEast,Troung,McLendon's Hardware,RFT Item,"$3,975.27 ","$5,300.36 "
8/23/2005,NorthEast,Steven,Nature Company,CLP Item,"$2,798.04 ","$4,824.20 "
8/20/2005,NorthEast,Jeri,Solar and Wind Inc.,YNW Item,"$4,020.29 ","$6,931.54 "
8/19/2005,NorthEast,Rhonda,Office Depot,XZI Item,"$4,217.72 ","$9,808.64 "
8/19/2005,NorthEast,Troung,Nature Company,IQG Item,"$7,772.23 ","$8,312.55 "
8/18/2005,NorthEast,Sheliadawn,Office Depot,QOF Item,"$5,147.44 ","$8,874.89 "
8/18/2005,NorthEast,Jeri,McLendon's Hardware,POX Item,"$4,025.11 ","$4,573.99 "
8/18/2005,NorthEast,Jeri,Amazon.com,BII Item,"$3,170.60 ","$4,227.46 "
8/16/2005,NorthEast,Chin,The Economist,MKI Item,"$4,670.83 ","$6,868.87 "
8/16/2005,NorthEast,Jeri,Amazon.com,PTJ Item,"$1,384.20 ","$2,516.72 "
8/15/2005,NorthEast,Steven,Google,QUZ Item,"$3,745.99 ","$8,711.61 "
8/12/2005,NorthEast,Luke,Home Depot,BYU Item,"$6,141.74 ","$6,979.25 "
8/10/2005,NorthEast,Jon,Costco,UZP Item,$526.08 ,$891.66 
8/10/2005,NorthEast,Jon,Google,RBW Item,$346.72 ,$509.88 
8/8/2005,NorthEast,Sheliadawn,Yahoo,SCW Item,"$2,237.46 ","$3,792.31 "
8/6/2005,NorthEast,Steven,Office Depot,ITY Item,"$4,509.16 ","$6,631.12 "
8/6/2005,NorthEast,Jon,Nature Company,EZU Item,$607.65 ,"$1,047.67 "
8/6/2005,NorthEast,Steven,Peet's Coffee,CJN Item,$540.81 ,$932.43 
8/4/2005,NorthEast,Steven,Whole Foods,BAN Item,"$2,881.43 ","$6,700.99 "
8/1/2005,NorthEast,Sheliadawn,McLendon's Hardware,QNF Item,"$7,010.27 ","$9,347.03 "
7/30/2005,NorthEast,Chin,Yahoo,IEX Item,"$1,054.81 ","$1,787.81 "
7/29/2005,NorthEast,Sheliadawn,Home Depot,SYW Item,"$3,218.33 ","$5,851.50 "
7/29/2005,NorthEast,Steven,McLendon's Hardware,JUB Item,"$2,259.48 ","$3,895.65 "
7/28/2005,NorthEast,Luke,ExcelIsVeryFun.com,QJC Item,"$7,014.89 ","$9,353.18 "
7/28/2005,NorthEast,Steven,Nature Company,NUV Item,"$3,967.77 ","$5,290.36 "
7/27/2005,NorthEast,Troung,Whole Foods,UIT Item,"$2,690.70 ","$7,272.17 "
7/26/2005,NorthEast,Rhonda,McLendon's Hardware,IZV Item,"$6,050.41 ","$8,897.66 "
7/26/2005,NorthEast,Chin,Google,ADC Item,"$3,562.20 ","$6,476.72 "
7/25/2005,NorthEast,Jeri,Nature Company,KRU Item,"$1,394.72 ","$3,243.54 "
7/25/2005,NorthEast,Chin,Whole Foods,UTR Item,"$1,872.41 ","$2,127.74 "
7/23/2005,NorthEast,Chin,Whole Foods,OQC Item,"$3,913.10 ","$8,695.77 "
7/21/2005,NorthEast,Sheliadawn,McLendon's Hardware,QHO Item,"$1,641.61 ","$1,865.47 "
7/19/2005,NorthEast,Jeri,Amazon.com,BTR Item,"$5,064.12 ","$7,447.23 "
7/18/2005,NorthEast,Chin,Home Depot,WSG Item,"$3,885.48 ","$7,064.50 "
7/17/2005,NorthEast,Jon,Amazon.com,WRA Item,"$4,164.34 ","$5,552.45 "
7/17/2005,NorthEast,Jon,Office Depot,BRS Item,"$1,869.81 ","$5,053.54 "
7/17/2005,NorthEast,Jeri,Amazon.com,AHZ Item,$245.78 ,$327.71 
7/16/2005,NorthEast,Rhonda,Amazon.com,RLQ Item,"$6,263.62 ","$8,351.49 "
7/15/2005,NorthEast,Luke,ExcelIsVeryFun.com,XDL Item,$989.75 ,"$1,677.55 "
7/14/2005,NorthEast,Troung,Whole Foods,GQT Item,"$7,702.47 ","$8,237.94 "
7/12/2005,NorthEast,Jon,Costco,ATV Item,"$2,880.90 ","$3,273.75 "
7/11/2005,NorthEast,Sheliadawn,Costco,QXS Item,"$5,096.54 ","$8,638.20 "
7/11/2005,NorthEast,Steven,Costco,JNF Item,"$4,211.18 ","$7,260.66 "
7/8/2005,NorthEast,Troung,Solar and Wind Inc.,NCT Item,$365.06 ,$663.74 
7/7/2005,NorthEast,Rhonda,Whole Foods,PTX Item,"$1,964.04 ","$5,308.21 "
7/6/2005,NorthEast,Jon,Solar and Wind Inc.,OWD Item,$8.94 ,$15.15 
7/4/2005,NorthEast,Jon,Whole Foods,VJY Item,"$6,603.42 ","$8,804.56 "
7/4/2005,NorthEast,Luke,Solar and Wind Inc.,ULJ Item,"$3,442.43 ","$5,834.62 "
7/2/2005,NorthEast,Troung,Nature Company,PMU Item,"$2,249.06 ","$2,555.75 "
7/1/2005,NorthEast,Troung,Office Depot,CMU Item,"$5,412.79 ","$7,959.98 "
7/1/2005,NorthEast,Sheliadawn,Peet's Coffee,TOE Item,"$2,807.01 ","$6,237.80 "
6/28/2005,NorthEast,Rhonda,Whole Foods,UDS Item,"$3,354.58 ","$3,812.02 "
6/28/2005,NorthEast,Chin,Sherman Williams,WTP Item,$351.82 ,$950.86 
6/26/2005,NorthEast,Steven,Sherman Williams,NGB Item,"$6,849.32 ","$7,783.32 "
6/26/2005,NorthEast,Jeri,ExcelIsVeryFun.com,NCN Item,"$1,522.32 ","$3,382.93 "
6/25/2005,NorthEast,Sheliadawn,Office Depot,YVZ Item,"$3,282.32 ","$7,294.05 "
6/24/2005,NorthEast,Jeri,Yahoo,HVH Item,"$1,264.48 ","$2,143.19 "
6/23/2005,NorthEast,Rhonda,McLendon's Hardware,EJG Item,"$4,777.33 ","$7,025.49 "
6/22/2005,NorthEast,Luke,The Economist,DIV Item,$656.58 ,"$1,526.92 "
6/21/2005,NorthEast,Steven,Whole Foods,LXW Item,"$1,874.01 ","$2,755.90 "
6/19/2005,NorthEast,Luke,Google,BTK Item,"$4,611.68 ","$8,384.87 "
6/19/2005,NorthEast,Sheliadawn,Sherman Williams,SBX Item,"$3,281.54 ","$3,729.02 "
6/19/2005,NorthEast,Steven,Google,HZK Item,"$1,255.99 ","$2,920.91 "
6/18/2005,NorthEast,Rhonda,The Economist,NMK Item,"$2,042.11 ","$3,712.93 "
6/18/2005,NorthEast,Rhonda,Whole Foods,DMA Item,"$1,911.54 ","$2,811.09 "
6/16/2005,NorthEast,Troung,Office Depot,IKV Item,"$4,949.54 ","$6,599.38 "
6/14/2005,NorthEast,Jon,McLendon's Hardware,GFC Item,"$4,333.65 ","$7,879.37 "
6/13/2005,NorthEast,Sheliadawn,Peet's Coffee,QGM Item,"$5,643.75 ","$9,565.67 "
6/11/2005,NorthEast,Jeri,Yahoo,VTW Item,"$2,204.46 ","$4,898.81 "
6/10/2005,NorthEast,Rhonda,Costco,IWN Item,"$5,331.83 ","$5,702.49 "
6/10/2005,NorthEast,Chin,Sherman Williams,ZKE Item,"$1,619.62 ","$2,159.49 "
6/9/2005,NorthEast,Jeri,Office Depot,YFZ Item,"$1,201.18 ","$3,246.44 "
6/8/2005,NorthEast,Jon,Whole Foods,BSI Item,"$2,426.35 ","$5,391.88 "
6/8/2005,NorthEast,Jon,Whole Foods,BNY Item,"$1,030.26 ","$1,873.20 "
6/7/2005,NorthEast,Chin,Peet's Coffee,EED Item,"$5,256.06 ","$9,556.48 "
6/7/2005,NorthEast,Luke,Office Depot,BJH Item,"$3,387.08 ","$7,526.85 "
6/4/2005,NorthEast,Chin,Sherman Williams,JZZ Item,"$7,251.87 ","$8,240.76 "
6/2/2005,NorthEast,Sheliadawn,Solar and Wind Inc.,MVG Item,"$6,662.52 ","$9,797.83 "
6/2/2005,NorthEast,Chin,The Economist,FAJ Item,"$6,767.95 ","$9,023.93 "
5/29/2005,NorthEast,Troung,Whole Foods,FII Item,"$2,669.89 ","$4,854.34 "
5/27/2005,NorthEast,Steven,Home Depot,EBJ Item,"$3,352.41 ","$9,060.58 "
5/25/2005,NorthEast,Jon,Google,IXD Item,"$4,315.60 ","$7,846.55 "
5/25/2005,NorthEast,Rhonda,Peet's Coffee,KBP Item,"$1,310.37 ","$2,259.26 "
5/24/2005,NorthEast,Rhonda,Peet's Coffee,YXD Item,"$3,591.28 ","$5,281.29 "
5/21/2005,NorthEast,Jon,Office Depot,UBV Item,"$1,886.90 ","$5,099.74 "
5/21/2005,NorthEast,Jeri,Costco,AAK Item,"$2,149.36 ","$4,998.52 "
5/20/2005,NorthEast,Steven,McLendon's Hardware,VGY Item,"$3,633.72 ","$8,450.52 "
5/19/2005,NorthEast,Jeri,Peet's Coffee,QLL Item,"$1,319.85 ","$2,399.72 "
5/19/2005,NorthEast,Jon,Google,POE Item,$589.89 ,"$1,310.86 "
5/18/2005,NorthEast,Troung,Office Depot,PAY Item,"$3,795.61 ","$6,433.23 "
5/16/2005,NorthEast,Chin,Google,PQY Item,"$2,887.72 ","$4,978.83 "
5/15/2005,NorthEast,Chin,Sherman Williams,WJE Item,"$2,720.76 ","$2,909.90 "
5/13/2005,NorthEast,Steven,Peet's Coffee,BTJ Item,"$4,431.12 ","$7,639.86 "
5/12/2005,NorthEast,Steven,Solar and Wind Inc.,FPU Item,"$4,937.53 ","$7,261.08 "
5/12/2005,NorthEast,Troung,Costco,XNK Item,$366.03 ,$391.48 
5/11/2005,NorthEast,Steven,Sherman Williams,RVY Item,"$6,236.36 ","$7,086.77 "
5/9/2005,NorthEast,Jeri,McLendon's Hardware,ZAP Item,"$2,723.95 ","$4,696.46 "
5/9/2005,NorthEast,Jon,Google,TOB Item,"$1,858.34 ","$4,321.73 "
5/9/2005,NorthEast,Jon,ExcelIsVeryFun.com,DBA Item,$810.83 ,"$1,192.39 "
5/8/2005,NorthEast,Jon,Home Depot,UHI Item,"$4,109.13 ","$9,556.12 "
5/6/2005,NorthEast,Luke,Whole Foods,SVF Item,"$3,437.81 ","$3,676.80 "
5/4/2005,NorthEast,Luke,Office Depot,RUJ Item,"$2,880.66 ","$7,785.56 "
5/4/2005,NorthEast,Jeri,Solar and Wind Inc.,LII Item,"$2,339.48 ","$2,658.50 "
5/4/2005,NorthEast,Jeri,Nature Company,WVD Item,"$1,018.35 ","$1,851.54 "
5/4/2005,NorthEast,Troung,Yahoo,NLI Item,$424.68 ,$772.15 
5/3/2005,NorthEast,Steven,Google,XFG Item,"$1,675.51 ","$3,046.38 "
5/3/2005,NorthEast,Sheliadawn,Solar and Wind Inc.,IIH Item,$531.59 ,$781.75 
5/2/2005,NorthEast,Rhonda,Home Depot,EAR Item,"$4,384.42 ","$9,743.15 "
4/30/2005,NorthEast,Luke,Solar and Wind Inc.,HJD Item,"$5,032.56 ","$5,382.42 "
4/29/2005,NorthEast,Luke,Solar and Wind Inc.,SYA Item,"$2,646.46 ","$6,154.56 "
4/29/2005,NorthEast,Chin,Home Depot,GKA Item,"$2,259.79 ","$3,830.15 "
4/28/2005,NorthEast,Sheliadawn,Office Depot,QKB Item,"$3,493.05 ","$8,123.38 "
4/26/2005,NorthEast,Chin,Solar and Wind Inc.,EVO Item,"$1,101.85 ","$1,469.13 "
4/25/2005,NorthEast,Troung,Peet's Coffee,QVT Item,"$3,392.06 ","$6,167.39 "
4/25/2005,NorthEast,Rhonda,Home Depot,UHI Item,"$2,700.31 ","$3,971.04 "
4/23/2005,NorthEast,Rhonda,Home Depot,ZQR Item,"$3,671.85 ","$9,923.93 "
4/23/2005,NorthEast,Luke,Amazon.com,XQQ Item,$406.71 ,$739.47 
4/22/2005,NorthEast,Steven,Solar and Wind Inc.,WYF Item,"$3,210.66 ","$7,466.65 "
4/22/2005,NorthEast,Sheliadawn,Peet's Coffee,XRC Item,$275.70 ,$405.44 
4/20/2005,NorthEast,Luke,ExcelIsVeryFun.com,HAK Item,$640.66 ,"$1,085.87 "
4/19/2005,NorthEast,Jon,Peet's Coffee,CLP Item,$231.83 ,$399.70 
4/17/2005,NorthEast,Jeri,Google,WBL Item,"$4,714.63 ","$7,990.90 "
4/15/2005,NorthEast,Troung,Nature Company,YCM Item,"$2,393.19 ","$2,719.53 "
4/14/2005,NorthEast,Luke,Nature Company,OBJ Item,"$7,994.14 ","$8,549.88 "
4/12/2005,NorthEast,Jon,Home Depot,MQP Item,"$4,296.41 ","$7,407.61 "
4/12/2005,NorthEast,Jeri,Whole Foods,KLB Item,"$2,522.29 ","$5,865.79 "
4/8/2005,NorthEast,Jon,McLendon's Hardware,UTU Item,$311.57 ,$415.43 
4/6/2005,NorthEast,Rhonda,McLendon's Hardware,RUD Item,"$7,375.16 ","$7,887.87 "
4/5/2005,NorthEast,Chin,Nature Company,HLL Item,"$4,007.99 ","$4,554.53 "
4/5/2005,NorthEast,Steven,Peet's Coffee,OLS Item,$789.07 ,$896.67 
4/3/2005,NorthEast,Rhonda,Whole Foods,OWA Item,"$7,959.19 ","$9,044.53 "
4/3/2005,NorthEast,Sheliadawn,Amazon.com,AIZ Item,$219.08 ,$322.18 
4/2/2005,NorthEast,Chin,McLendon's Hardware,AHZ Item,"$3,064.09 ","$8,281.32 "
3/31/2005,NorthEast,Troung,Amazon.com,VUJ Item,"$1,762.24 ","$4,098.23 "
3/28/2005,NorthEast,Luke,Amazon.com,OAA Item,"$2,294.36 ","$2,453.86 "
3/27/2005,NorthEast,Luke,ExcelIsVeryFun.com,LVK Item,"$4,901.71 ","$8,307.98 "
3/26/2005,NorthEast,Chin,Nature Company,GRX Item,"$6,043.74 ","$8,058.32 "
3/26/2005,NorthEast,Jeri,The Economist,JLN Item,"$1,857.31 ","$3,202.25 "
3/25/2005,NorthEast,Sheliadawn,Solar and Wind Inc.,WAS Item,"$3,382.69 ","$4,974.55 "
3/23/2005,NorthEast,Jeri,Costco,OZO Item,"$7,978.40 ","$8,533.05 "
3/23/2005,NorthEast,Steven,ExcelIsVeryFun.com,BBM Item,$522.45 ,$558.77 
3/22/2005,NorthEast,Rhonda,Office Depot,OOC Item,"$4,231.23 ","$7,295.22 "
3/22/2005,NorthEast,Rhonda,Whole Foods,ZUU Item,"$1,371.71 ","$2,324.93 "
3/21/2005,NorthEast,Sheliadawn,McLendon's Hardware,IYR Item,"$4,189.14 ","$9,742.19 "
3/21/2005,NorthEast,Luke,McLendon's Hardware,BFH Item,$260.96 ,$579.92 
3/19/2005,NorthEast,Rhonda,Google,ELH Item,"$1,911.28 ","$2,548.37 "
3/18/2005,NorthEast,Jon,Google,AAY Item,"$6,938.77 ","$7,421.14 "
3/18/2005,NorthEast,Rhonda,Peet's Coffee,WOU Item,"$2,600.96 ","$2,781.78 "
3/17/2005,NorthEast,Chin,Costco,YWP Item,$558.25 ,"$1,298.25 "
3/16/2005,NorthEast,Sheliadawn,The Economist,RYS Item,"$4,446.21 ","$4,755.30 "
3/15/2005,NorthEast,Troung,ExcelIsVeryFun.com,ARY Item,"$3,489.72 ","$9,431.67 "
3/15/2005,NorthEast,Luke,ExcelIsVeryFun.com,KMV Item,"$5,708.71 ","$8,395.16 "
3/15/2005,NorthEast,Chin,Amazon.com,KEI Item,"$3,491.87 ","$8,120.63 "
3/14/2005,NorthEast,Steven,Nature Company,AHM Item,"$5,525.39 ","$9,526.53 "
3/14/2005,NorthEast,Chin,McLendon's Hardware,DJY Item,"$3,411.82 ","$3,649.00 "
3/11/2005,NorthEast,Rhonda,ExcelIsVeryFun.com,OTS Item,"$6,724.15 ","$7,641.08 "
3/11/2005,NorthEast,Troung,Amazon.com,CNH Item,"$4,467.84 ","$6,570.35 "
3/6/2005,NorthEast,Rhonda,Whole Foods,ENM Item,"$2,567.09 ","$5,704.65 "
3/1/2005,NorthEast,Chin,Home Depot,AUW Item,"$2,741.96 ","$6,093.24 "
3/1/2005,NorthEast,Jon,Google,DNC Item,"$2,122.84 ","$4,936.84 "
3/1/2005,NorthEast,Steven,Nature Company,KHQ Item,"$1,679.89 ","$4,540.25 "
2/27/2005,NorthEast,Troung,Costco,ASI Item,"$5,257.49 ","$5,974.42 "
2/27/2005,NorthEast,Luke,Office Depot,YLV Item,$582.68 ,"$1,355.08 "
2/25/2005,NorthEast,Chin,Sherman Williams,UJX Item,"$4,688.19 ","$8,083.09 "
2/25/2005,NorthEast,Rhonda,Home Depot,FLZ Item,"$1,515.24 ","$4,095.25 "
2/25/2005,NorthEast,Sheliadawn,Office Depot,JNE Item,"$2,947.35 ","$3,152.25 "
2/24/2005,NorthEast,Troung,Whole Foods,QIX Item,"$1,958.97 ","$3,377.53 "
2/23/2005,NorthEast,Troung,The Economist,NUQ Item,"$5,808.62 ","$8,542.09 "
2/19/2005,NorthEast,Chin,Peet's Coffee,TRK Item,"$3,523.01 ","$9,521.65 "
2/18/2005,NorthEast,Jon,Solar and Wind Inc.,UCC Item,"$2,549.88 ","$5,666.41 "
2/17/2005,NorthEast,Jon,Solar and Wind Inc.,LVN Item,"$2,045.51 ","$3,466.97 "
2/17/2005,NorthEast,Jeri,Solar and Wind Inc.,JLY Item,$729.14 ,"$1,695.67 "
2/16/2005,NorthEast,Sheliadawn,Sherman Williams,JZO Item,"$6,575.61 ","$8,767.48 "
2/16/2005,NorthEast,Troung,Home Depot,BSV Item,"$5,085.13 ","$8,618.86 "
2/16/2005,NorthEast,Chin,Solar and Wind Inc.,YHW Item,"$2,235.23 ","$2,540.03 "
2/15/2005,NorthEast,Chin,ExcelIsVeryFun.com,BAR Item,"$5,537.94 ","$9,386.34 "
2/10/2005,NorthEast,Sheliadawn,Costco,ISU Item,"$2,590.35 ","$2,943.58 "
2/8/2005,NorthEast,Rhonda,ExcelIsVeryFun.com,IGI Item,"$6,764.53 ","$7,234.79 "
2/8/2005,NorthEast,Steven,Costco,IWJ Item,"$2,180.04 ","$2,477.32 "
2/4/2005,NorthEast,Rhonda,Home Depot,GBI Item,"$2,044.80 ","$3,007.06 "
2/1/2005,NorthEast,Steven,The Economist,WPY Item,"$5,841.01 ","$8,589.72 "
1/31/2005,NorthEast,Rhonda,Nature Company,WPR Item,"$3,331.05 ","$4,898.60 "
1/30/2005,NorthEast,Rhonda,Nature Company,DBT Item,"$5,989.48 ","$6,806.23 "
1/29/2005,NorthEast,Troung,McLendon's Hardware,LJN Item,"$5,831.52 ","$9,883.93 "
1/28/2005,NorthEast,Steven,Solar and Wind Inc.,SMX Item,"$4,035.88 ","$6,958.42 "
1/27/2005,NorthEast,Luke,Nature Company,LTK Item,"$4,695.75 ","$6,905.51 "
1/27/2005,NorthEast,Jon,McLendon's Hardware,IUJ Item,"$4,856.30 ","$5,193.90 "
1/24/2005,NorthEast,Troung,Office Depot,FZY Item,$331.15 ,$895.01 
1/23/2005,NorthEast,Troung,Google,SHF Item,"$1,700.54 ","$1,932.43 "
1/22/2005,NorthEast,Jeri,The Economist,ZXI Item,"$2,033.15 ","$4,728.26 "
1/21/2005,NorthEast,Rhonda,Office Depot,NSA Item,"$1,476.29 ","$3,989.97 "
1/18/2005,NorthEast,Luke,Amazon.com,TQL Item,"$3,657.28 ","$9,884.55 "
1/18/2005,NorthEast,Troung,McLendon's Hardware,ZDE Item,$404.30 ,$539.07 
1/14/2005,NorthEast,Chin,Peet's Coffee,XNY Item,"$2,876.21 ","$6,688.86 "
1/14/2005,NorthEast,Luke,Amazon.com,TYX Item,"$2,206.51 ","$5,963.54 "
1/14/2005,NorthEast,Troung,The Economist,LQV Item,"$3,241.42 ","$3,466.76 "
1/13/2005,NorthEast,Chin,Sherman Williams,ACE Item,"$2,235.21 ","$2,980.28 "
1/12/2005,NorthEast,Sheliadawn,Yahoo,ONK Item,"$2,647.84 ","$5,884.09 "
1/11/2005,NorthEast,Chin,The Economist,XHT Item,"$6,171.50 ","$8,228.66 "
1/11/2005,NorthEast,Sheliadawn,Nature Company,PBH Item,"$5,217.19 ","$5,928.62 "
1/10/2005,NorthEast,Sheliadawn,Google,HEU Item,"$4,120.44 ","$6,983.79 "
1/7/2005,NorthEast,Troung,Yahoo,ZBJ Item,"$2,851.18 ","$6,335.95 "
1/6/2005,NorthEast,Rhonda,Peet's Coffee,CIU Item,"$3,370.99 ","$6,129.08 "
1/5/2005,NorthEast,Troung,Costco,THD Item,$568.01 ,"$1,320.96 "
1/5/2005,NorthEast,Rhonda,Home Depot,QIF Item,$219.01 ,$322.07 
1/4/2005,NorthEast,Luke,Amazon.com,MQU Item,"$3,692.12 ","$8,586.32 "
1/2/2005,NorthEast,Luke,Google,TRD Item,"$1,373.68 ","$2,020.12 "
12/31/2004,NorthEast,Steven,Yahoo,WPE Item,"$5,394.15 ","$9,300.25 "
12/30/2004,NorthEast,Jeri,ExcelIsVeryFun.com,DBH Item,"$4,139.76 ","$7,526.83 "
12/30/2004,NorthEast,Jon,McLendon's Hardware,ACP Item,"$2,150.97 ","$5,002.25 "
12/30/2004,NorthEast,Sheliadawn,Sherman Williams,PVA Item,"$1,309.40 ","$1,745.87 "
12/29/2004,NorthEast,Sheliadawn,Google,FYV Item,"$4,204.50 ","$9,777.90 "
12/29/2004,NorthEast,Steven,Amazon.com,FVR Item,"$3,325.68 ","$7,390.39 "
12/28/2004,NorthEast,Chin,Yahoo,JXK Item,"$3,621.75 ","$9,788.51 "
12/27/2004,NorthEast,Sheliadawn,Home Depot,XYL Item,"$4,638.92 ","$6,821.94 "
12/25/2004,NorthEast,Jeri,The Economist,WLY Item,"$2,281.63 ","$6,166.57 "
12/25/2004,NorthEast,Steven,Yahoo,IJX Item,"$2,636.73 ","$5,859.41 "
12/24/2004,NorthEast,Chin,The Economist,BFQ Item,$435.40 ,"$1,012.56 "
12/24/2004,NorthEast,Jon,Sherman Williams,DES Item,$322.38 ,$555.82 
12/23/2004,NorthEast,Steven,Yahoo,LGZ Item,"$4,064.72 ","$7,390.40 "
12/22/2004,NorthEast,Chin,McLendon's Hardware,QKI Item,"$3,654.44 ","$4,152.77 "
12/21/2004,NorthEast,Sheliadawn,Solar and Wind Inc.,HQD Item,"$1,246.31 ","$2,266.01 "
